1,47.96,48.7772,-0.0162,47.56,43.8498,1.5570
2,50.41,48.7514,-0.0162,50.01,43.824,1.5570
3,52.69,48.7274,-0.0162,52.29,43.8,1.5570
4,55,48.7031,-0.0162,54.6,43.7757,1.5570
5,57.25,48.6794,-0.0162,56.85,43.752,1.5570
6,59.51,48.6557,-0.0162,59.11,43.7283,1.5570
7,61.93,48.6302,-0.0162,61.53,43.7028,1.5570
8,64.16,48.6067,-0.0162,63.76,43.6793,1.5570
9,66.46,48.5825,-0.0162,66.06,43.6551,1.5570
10,68.83,48.5576,-0.0162,68.43,43.6302,1.5570
11,71.07,48.534,-0.0162,70.67,43.6066,1.5570
12,72.9386,48.3769,-0.0162,73.01,43.6066,1.5570
13,75.24,48.5848,-0.0162,75.34,43.5574,1.5570
14,75.25,50,-0.0162,76.85,54.8684,-1.5943
15,73.5,50.5,-0.0162,74.06,54.8925,-1.5943
16,71.36,50.45,-0.0162,71.76,54.9168,-1.5943
17,69.13,50.3719,-0.0162,69.53,54.9403,-1.5943
18,66.78,50.3967,-0.0162,67.18,54.9651,-1.5943
19,64.45,50.4213,-0.0162,64.85,54.9897,-1.5943
20,62.18,50.4452,-0.0162,62.58,55.0136,-1.5943
21,59.85,50.4698,-0.0162,60.25,55.0382,-1.5943
22,57.6,50.4935,-0.0162,58.00,55.0619,-1.5943
23,55.25,50.5183,-0.0162,55.65,55.0867,-1.5943
24,53,50.5421,-0.0162,53.40,55.1105,-1.5943
25,50.69,50.5664,-0.0162,51.09,55.1348,-1.5943
