,mpc_steer,mpc_vel,odom_vel,odom_x,odom_y,odom_yaw
0,0.10584798927632098,0.11093694652728427,0.27043727147970253,-25.845157721991306,-13.215991219506861,1.0144642961671304
1,0.11265480267445277,0.3204370402046186,0.1789722756683812,-25.839179977186163,-13.203490090501703,1.018402324710095
2,0.06822021506265379,0.2442367147163909,0.1574675757723107,-25.8416217243847,-13.205310041459654,1.0180582907236722
3,0.076896242764682,0.2737438867171342,0.19247820607533786,-25.831324760333903,-13.189871273325647,1.0181678724809662
4,0.08882020329526405,0.023956886765784998,0.3966027069833439,-25.826921423810468,-13.182239637234675,1.0191178686107438
5,0.09754140002848566,0.2663063446360771,0.2669880738690061,-25.794163140312314,-13.128832499460731,1.02043599233587
6,0.1088901855345158,0.25619303305093327,0.2726705262868278,-25.79931840326292,-13.137062267179559,1.0202819691082543
7,0.1175482166356883,0.36865139780831085,-0.02795380964982697,-25.78931861072234,-13.119853782484618,1.0207780839516178
8,0.1267633495687648,0.11930082465671317,0.12125803519787487,-25.787989236188704,-13.11772206470352,1.020573572731724
9,0.13547123785434587,0.36927768120353743,0.20375957419432633,-25.7568948010545,-13.065567622741517,1.0228944119783745
10,0.16131210579974994,0.5974872241765324,-0.04085939346633357,-25.755870613126273,-13.063421483029034,1.023292543794421
11,0.16560726092580888,0.4285046371145151,0.3354613811262765,-25.743924409982775,-13.044658940071095,1.0242564340076972
12,0.17595194082183865,0.5986844068137455,0.6815798453242989,-25.733267878434795,-13.028618035045596,1.025246271113073
13,0.057821606558375344,0.8477261972048268,0.5453624578185252,-25.68537164634215,-12.947231776104621,1.0312328835235958
14,0.06653277368592252,0.6430877940953772,0.758121628874939,-25.625238692478124,-12.846706635563908,1.0351857303869756
15,0.07259327941218018,0.4759115233393833,0.8676329362473192,-25.61015287414426,-12.820575976392265,1.0356892278551042
16,0.08128971034536737,0.7258840850167312,0.7830219090327066,-25.556082985750233,-12.728268923940252,1.0384103806138572
17,0.09007503605826775,0.780434250151773,0.27169058065997437,-25.539653700585887,-12.699192187966139,1.03979214146942
18,0.09877868975992164,1.0020063327875548,0.4934890361720994,-25.509213109450247,-12.64625603968612,1.0408456155776924
19,0.11264703294840216,0.7519333632878317,0.6873197813161244,-25.49891284036645,-12.629715532690952,1.0416761864879864
20,0.1213213770057987,1.0018123308145668,0.7257250216594018,-25.388988693685018,-12.436153745348655,1.0492939353006616
