,mpc_steer,mpc_vel,odom_vel,odom_x,odom_y,odom_yaw,path_x,path_y,path_yaw,ros_time
0,0.08689790342549134,0.5030274406736276,0.005993141411416307,-9.874764717117724,-13.00221551043787,0.16665157085340312,"[-9.874993301645793, -9.774306014086863, -9.67912083987138, -9.573917367443611, -9.469638783607532, -9.364716739737531, -9.259159347802758, -9.14996414092688, -9.042101206419737, -8.932714212110211, -8.831598669123633, -8.742551416848045, -8.662723714090285, -8.59474462765738, -8.539275065483796, -8.471252538912273, -8.39240361700346, -8.305974989500571, -8.225026612709266, -8.169246673583984]","[-13.00222935530999, -12.9857509707311, -12.947914325723403, -12.901705323160222, -12.85338494589607, -12.8064473216228, -12.76092721629646, -12.725143594915192, -12.685360173830496, -12.649815249621499, -12.615562004737512, -12.584943622963372, -12.566875268252007, -12.553299009380856, -12.540809823264425, -12.527301778729516, -12.506946453130393, -12.46928889692008, -12.430024972170903, -12.406394004821777]","[0.16666756935351992, 0.2881092172673857, 0.3504371997326822, 0.373961413830472, 0.377689117337237, 0.3570035701179239, 0.32483303718801715, 0.320838302302603, 0.30036824662936246, 0.29709393994297517, 0.3195706835575119, 0.23379172677822427, 0.22543805830586927, 0.19570807494522663, 0.23315461969868104, 0.19371875262142912, 0.35444055946352454, 0.3953955084050183, 0.38540961405129054, 0.26741477847099304]",49266000000
1,0.0991681864324346,0.5096129066351037,0.11941253501937374,-9.873665243186167,-13.001140301765401,0.1658830465066567,"[-9.874644205819532, -9.776284381270544, -9.682060992181409, -9.5775563440054, -9.47393738284678, -9.36971479591536, -9.26490739241187, -9.156671772977354, -9.049710524009754, -8.941313043467336, -8.838766780903129, -8.74836870789408, -8.667329088205136, -8.598157710591183, -8.541475574489713, -8.472272055750683, -8.392138428475612, -8.304178481915834, -8.224360511557617, -8.169246673583984]","[-13.00222625056557, -12.985592522543032, -12.948284994765805, -12.902832358307197, -12.855292495854565, -12.809068809679358, -12.764186271734845, -12.728717885634923, -12.68932331913282, -12.654025352313655, -12.619242139121342, -12.58797092066992, -12.569089223592023, -12.554742504298298, -12.54167785031734, -12.527375360082374, -12.506331612015984, -12.468341060163352, -12.429788112937576, -12.406394004821777]","[0.1666574933123943, 0.27781489925672453, 0.33734191584024537, 0.36062890497473715, 0.3647719926232299, 0.3457448352745982, 0.31634718984815124, 0.31302813510495514, 0.29407393664917886, 0.29131384955964496, 0.31336891920135146, 0.2379827701695394, 0.23015735506255333, 0.20222655678894003, 0.23804462157459622, 0.20129324065566553, 0.3387500587003734, 0.377651954373435, 0.3680380563009189, 0.26741477847099304]",49318000000
2,0.10497129799150684,0.28157420350822526,0.3992648708200184,-9.848996697963482,-12.996236999475991,0.16845132443297667,"[-9.873665243186167, -9.800448967791487, -9.731353166930457, -9.666166703042254, -9.609872149943252, -9.549216216840806, -9.480031148180768, -9.402159957279993, -9.313338461821534, -9.214913135389159, -9.106308672572007, -8.995447086684905, -8.88379468313161, -8.77193138381443, -8.66115067371827, -8.549115254575959, -8.440032309760156, -8.340568076343043, -8.25237121443741, -8.169246673583984]","[-13.001140301765401, -12.968969909413639, -12.944948704055381, -12.921684234278256, -12.898950129554109, -12.875166911561076, -12.85060361587607, -12.821354475382172, -12.792309790899903, -12.760165321339443, -12.72647009056757, -12.692192805202126, -12.652579969579795, -12.611739450186324, -12.57092483037545, -12.529638657873157, -12.490324151921435, -12.460569237282717, -12.434666752002927, -12.406394004821777]","[0.1658830465066567, 0.12901163294377171, 0.11488548095966229, 0.1162618107589668, 0.12450380091896086, 0.14238528707056483, 0.16456794048682838, 0.1744965513682128, 0.19125599689605594, 0.2010378052651298, 0.19935131564728104, 0.2407632446202623, 0.25063219649714635, 0.2690958738160075, 0.2583595761533804, 0.2805236729263279, 0.22322383961705206, 0.20998907543746168, 0.2181659531584919, 0.26741477847099304]",49406000000
3,0.13065953020859136,0.047711621958282234,0.5105926431972395,-9.863270191197486,-13.000289545563085,0.16771157335130615,"[-9.848996697963482, -9.784794701382163, -9.731013812651604, -9.688978681855465, -9.636677078729182, -9.572151088479496, -9.495626388489987, -9.407375478556204, -9.307483359151815, -9.196175493706484, -9.086610792480945, -8.976836276481183, -8.867083566053457, -8.757357501046675, -8.647629458471947, -8.538022667837598, -8.428619706006806, -8.330778382812024, -8.244333881522863, -8.169246673583984]","[-12.996236999475991, -12.971280277240732, -12.94833931705491, -12.928040414627924, -12.906010365268182, -12.881434491087811, -12.853949651347142, -12.82434933170042, -12.791206841982154, -12.75516869709589, -12.71877985027873, -12.681852941954325, -12.64613493143919, -12.610425112563313, -12.574618507572358, -12.538591998515054, -12.502357962778158, -12.466784979000042, -12.434238087182026, -12.406394004821777]","[0.16845132443297664, 0.19434542987414363, 0.20722585284670741, 0.2144470486737884, 0.2200084833745159, 0.2231366961329617, 0.2255143552246483, 0.2328283547961185, 0.2385467060387023, 0.24634221778885296, 0.2565927016403392, 0.24898795772676463, 0.2526173363762754, 0.2519414094040379, 0.26004740736513193, 0.2553866203381467, 0.2858570607942356, 0.29129841666094836, 0.28882348329669666, 0.26741477847099304]",49427000000
4,0.11678111009754147,-0.20103516161598942,0.09949140886664878,-9.83879317327965,-12.995710021928414,0.1683415417284236,"[-9.83879317327965, -9.798286614009644, -9.760334391673673, -9.712335211831531, -9.652040732985503, -9.579518430255346, -9.494839277701857, -9.39813303945575, -9.289394387464302, -9.180826735099975, -9.072482094695193, -8.964209814849795, -8.856065465437991, -8.747973760595647, -8.639898305438342, -8.531891557385666, -8.42382998162103, -8.326722799499036, -8.241908019966777, -8.169246673583984]","[-12.995710021928414, -12.973757476897662, -12.953589645352958, -12.931703346460568, -12.907738842888172, -12.881375689417021, -12.852252382248787, -12.820895790771745, -12.786074740549472, -12.751006113239312, -12.715306078097337, -12.679234284577028, -12.643697854880855, -12.608095284509544, -12.572267524192275, -12.536305828331209, -12.499906077359128, -12.46523871177218, -12.433653354429314, -12.406394004821777]","[0.16834154172842367, 0.18100580229654667, 0.18930778125747336, 0.19574252196337466, 0.20177819632003913, 0.20696533764385372, 0.21221573912263803, 0.22019822486030757, 0.22734327051178524, 0.2346413628786514, 0.2426690535390479, 0.24570038943216604, 0.2501121382580943, 0.25255058598071584, 0.2579061113585875, 0.25845489959514667, 0.26275561751985016, 0.26584526272571446, 0.26582797943376074, 0.26741477847099304]",49470000000
5,0.10267393594236697,-0.4414826640761238,-0.16043817683334183,-9.836162205868424,-12.99582072062208,0.16775572661897256,"[-9.83763225660892, -9.791321950019183, -9.753386552315567, -9.702901540645335, -9.640179182907545, -9.565461185614296, -9.47900221106218, -9.380997433070785, -9.273933962365005, -9.166893477186202, -9.059818125237662, -8.952827332946416, -8.845859610331809, -8.738965197993082, -8.632160236846097, -8.525380946821356, -8.418718891787663, -8.323366369377899, -8.240083850385608, -8.169246673583984]","[-12.996596186794383, -12.976918871823216, -12.956720923238075, -12.93441503357274, -12.90973916305357, -12.882722222067429, -12.853392620244353, -12.820946868418105, -12.786590625830698, -12.751667533848275, -12.716601170144903, -12.681238806067507, -12.644844773390464, -12.608031101433891, -12.57101172428153, -12.533778786353244, -12.496671187342839, -12.463502865355988, -12.433730091136935, -12.406394004821777]","[0.16763666174301797, 0.16636542908469665, 0.1695925766894164, 0.17565326964828523, 0.18326420349643083, 0.19277428505949376, 0.20332466561108273, 0.21247587766591045, 0.22230927805183276, 0.23037467516552634, 0.23619437601460425, 0.24493307631325537, 0.2509120908777152, 0.2571569195734803, 0.25931180324603453, 0.26431301194794077, 0.264514509282989, 0.26455172810328076, 0.26666741949850964, 0.26741477847099304]",49518000000
6,0.09606970942243964,-0.6475606120587197,-0.3048849615312614,-9.843445268414998,-12.997836271026461,0.16716673021060405,"[-9.836162205868424, -9.801635865402975, -9.762898451358629, -9.711587124657623, -9.648014275850707, -9.572187985058408, -9.4841311339718, -9.38383267762764, -9.276421146327662, -9.169032715992014, -9.061611113519504, -8.954274995236004, -8.846963205655506, -8.739725420626442, -8.632577612459365, -8.5254554472694, -8.418450513860332, -8.323164089796858, -8.2399713022612, -8.169246673583984]","[-12.99582072062208, -12.978691765066323, -12.958384091049387, -12.935966393134597, -12.911172118630843, -12.883983608155921, -12.85437538496976, -12.821487373821402, -12.787075207805866, -12.752089096686348, -12.716953571795639, -12.681518027495823, -12.64504778917808, -12.60815550175625, -12.571055164560269, -12.53374159343358, -12.496552228341256, -12.46341449986222, -12.433681089638435, -12.406394004821777]","[0.16775572661897256, 0.16601938812172193, 0.16932875012881768, 0.17544011325797929, 0.18308354955872733, 0.19263378784014612, 0.20326833764744162, 0.21261241149694074, 0.22249048886871864, 0.23059041894941207, 0.23643552324701342, 0.24517854347754633, 0.2511540254161471, 0.25738048212932796, 0.25951230500292455, 0.26446968480902777, 0.26462436215749624, 0.26461500134508703, 0.2666886382700006, 0.26741477847099304]",49562000000
7,0.10909248078110374,-0.5362802729334701,-0.34852180849946324,-9.855821494494572,-12.999732967527006,0.1666246384314073,"[-9.855821494494572, -9.862891142766518, -9.815917211004718, -9.756647761040622, -9.68508664270667, -9.60127322303614, -9.505239208532203, -9.39705776671363, -9.288115640897784, -9.179415421734692, -9.07096279378696, -8.96263651669308, -8.8544854186406, -8.74645999903983, -8.638543682130999, -8.530708257606, -8.422976057104945, -8.326268003477304, -8.241684104145396, -8.169246673583984]","[-12.999732967527006, -12.982683222398427, -12.960827064349854, -12.936911716514759, -12.910950686698706, -12.882662259034857, -12.851750793669279, -12.818550547682026, -12.784365907755648, -12.749844930318982, -12.714680816162591, -12.679121253359323, -12.643764785154712, -12.608156335602741, -12.572128365597555, -12.536035573650746, -12.499341589021451, -12.464942548349201, -12.43373123467735, -12.406394004821777]","[0.1666246384314074, 0.16696711128629693, 0.1730685367236658, 0.1796440637402325, 0.18605561567915432, 0.19137499049205686, 0.19692111300590653, 0.2066371250269581, 0.2152742431315698, 0.22442973258754947, 0.2328233575762251, 0.23928435289504424, 0.24695041140368024, 0.25392029867194105, 0.25737847886478665, 0.26344563873382526, 0.26291634441084294, 0.26238451873276114, 0.2662277221311945, 0.26741477847099304]",49616000000
8,0.11515545796857705,-0.28677034678985436,-0.4318398603512585,-9.868624372922767,-12.999984053284152,0.16515670654834147,"[-9.868624372922767, -9.839331557294411, -9.782809910638688, -9.714651220282894, -9.634991446709023, -9.544070027559158, -9.44237385958171, -9.335092460467893, -9.232167582273055, -9.129049978996242, -9.025964992300512, -8.922924072926376, -8.819975047303224, -8.717104403698977, -8.614376179190334, -8.512110356905831, -8.41153965419045, -8.320229150116328, -8.23923880944854, -8.169246673583984]","[-12.999984053284152, -12.979301296677555, -12.956145531994926, -12.930892639928526, -12.903408724951836, -12.873503323039852, -12.84101851718288, -12.806948520230737, -12.773279834864335, -12.73921661707475, -12.70479697010121, -12.67011443598717, -12.635304971010724, -12.600340066880387, -12.565232298283718, -12.530121616549371, -12.495316036803002, -12.462801541433508, -12.433033664112688, -12.406394004821777]","[0.16515670654834153, 0.17209151214808255, 0.1796900559424768, 0.18788320847426185, 0.19656590895318035, 0.2056525596563162, 0.2150244966371058, 0.22367625811127745, 0.2312394587264741, 0.23795427144106532, 0.2438888323193195, 0.24913329867285766, 0.2535060344733325, 0.25714333189765576, 0.2602624573548246, 0.2624340365447352, 0.26437596354667603, 0.26574089526551076, 0.26643394285550176, 0.26741477847099304]",49660000000
9,0.11437643786793282,-0.4344634470453385,-0.2510179198505871,-9.917285389856302,-13.008274854480877,0.16312138954344796,"[-9.888539204852359, -9.847335003570349, -9.79825789058437, -9.736920644869524, -9.663327277639267, -9.577519010053429, -9.47954432696333, -9.372427270008473, -9.265685788868469, -9.159087485047952, -9.052623657201986, -8.946237789974678, -8.839953041402811, -8.733731207937772, -8.627559378287183, -8.52143876844182, -8.415356059276634, -8.321267741385045, -8.239247125802516, -8.169246673583984]","[-13.003453162691713, -12.980814149864802, -12.959100693499265, -12.935237488260553, -12.909068580986448, -12.8803593211674, -12.848842078607595, -12.81501114575077, -12.780665456628313, -12.745954141741018, -12.710869692969004, -12.675494207434893, -12.639960992484612, -12.604240903526895, -12.568331015483324, -12.532289028419388, -12.496092366183905, -12.462912951921176, -12.432951025380165, -12.406394004821777]","[0.16487842615977905, 0.17166717314301946, 0.17882477865079083, 0.18663822424863286, 0.19508434001650096, 0.2041625451858989, 0.21341101507340554, 0.22217670333351938, 0.23003446195886135, 0.23700174518869144, 0.24315800080961572, 0.24859560047190435, 0.25313597765154117, 0.2569144722182352, 0.26014674889502615, 0.26240976383094056, 0.2644118074943972, 0.26579107831216836, 0.26648232671151684, 0.26741477847099304]",49743000000
10,0.1907202458480946,-0.47232542839929215,-0.21255122149789235,-9.933936233781548,-13.011539794737645,0.16338362363152395,"[-9.917285389856302, -9.883979919524164, -9.836504873770107, -9.775584511655197, -9.70168523414362, -9.615099119229303, -9.515985918891694, -9.406674434479006, -9.297467940235531, -9.188249375981895, -9.078983224061831, -8.969681685908762, -8.860397554904354, -8.750929564874484, -8.641352455135666, -8.531765209542446, -8.422638146509685, -8.326081316984409, -8.241710427981202, -8.169246673583984]","[-13.008274854480877, -12.989261002142301, -12.967914463936966, -12.944120880573022, -12.917800703293596, -12.888868652411997, -12.857206376065266, -12.82326792828439, -12.788741557185785, -12.753586938426254, -12.717772489589235, -12.681215557838433, -12.643748507197959, -12.606689019778164, -12.569902809547914, -12.533378651140369, -12.497294135382658, -12.4642413532804, -12.43391800311386, -12.406394004821777]","[0.16312138954344807, 0.17523842457705788, 0.18404658071230495, 0.1909436683044158, 0.19688256884734204, 0.20262025149583107, 0.20600927322908544, 0.21840772267930858, 0.23142413071971188, 0.24484875198132947, 0.2592496628235237, 0.27561870530029625, 0.2628002147490107, 0.25206406209648546, 0.24247339799358086, 0.23327438493816605, 0.2324663482490216, 0.24038807692418127, 0.2525751855083117, 0.26741477847099304]",49817000000
11,0.16575118024715377,-0.45092537275043487,-0.43502907980640304,-9.952192284422809,-13.015913146487499,0.16139829257715396,"[-9.935486487759915, -9.895023072270755, -9.842609631130737, -9.779067660344666, -9.704337118930567, -9.618246784617815, -9.520699115745007, -9.412656575051315, -9.304313903042441, -9.195555318314538, -9.08644168880219, -8.977057721283366, -8.867494161221831, -8.75785067016797, -8.648243627949311, -8.538771606075162, -8.42954033771921, -8.331495678449672, -8.244691202979052, -8.169246673583984]","[-13.011085003317753, -12.990767278060245, -12.968546681745979, -12.944378350546113, -12.918066334931554, -12.889381279204855, -12.858066044726966, -12.82407388726136, -12.78946388822024, -12.754222043405733, -12.718399256529814, -12.682094013097995, -12.645460957853059, -12.608692531032942, -12.57193864629424, -12.53527339724942, -12.49870717955674, -12.465043112895307, -12.434250294324348, -12.406394004821777]","[0.16291321737803716, 0.16990061891405678, 0.17734075407302127, 0.18513649210106073, 0.19354717845552646, 0.20307537164385372, 0.21304586690707708, 0.22348898155664074, 0.23315495472351064, 0.24174757612533915, 0.24885632505701802, 0.25387485861194986, 0.25615902104854044, 0.2566662116790395, 0.25635558967077765, 0.2560595638174084, 0.2565306886724073, 0.25858805930586437, 0.26217132426065515, 0.26741477847099304]",49919000000
