,mpc_steer,mpc_vel,odom_vel,odom_x,odom_y,odom_yaw,path_x,path_y,path_yaw,ros_time
0,0.008677728022209284,-0.047454902655157886,0.0014566800514368274,-19.785536872359227,-13.310347808523193,-0.0007123931114908582,"[-19.785536872359227, -19.58172240760454, -19.409236781900233, -19.2495481389538, -19.0896623038243, -18.919514796583844, -18.737301519042628, -18.54304417007323, -18.337544687751404, -18.121087368936795, -17.892712892124546, -17.652616856227723, -17.42135917332666, -17.199833413875407, -16.9882282075663, -16.784244554499164, -16.579706924255667, -16.358697847981468, -16.14869558467763, -15.950623891660932]","[-13.310347808523193, -13.250191577256638, -13.155558582771324, -13.063451159886524, -12.97032704415759, -12.87115475871088, -12.768393144618255, -12.661859401847494, -12.550067923562727, -12.432476990271516, -12.310661877168696, -12.184283550595069, -12.063076045741292, -11.947741826825707, -11.838213872695333, -11.737673819621513, -11.655074907529066, -11.584051852156245, -11.514453313873174, -11.444289592568431]","[-0.0007123931114908579, 0.47345501288479397, 0.4564123528644058, 0.47607073040107933, 0.4911458905064924, 0.49660547785068465, 0.4743583505484751, 0.4699500921227876, 0.46961883790039405, 0.46970626552025296, 0.46542066073490995, 0.4669796040565813, 0.4615637084454151, 0.46127231437744126, 0.44151336022725335, 0.4338578045351063, 0.22010044563210318, 0.29822979077657147, 0.31748105861970616, 0.3459759522758114]",15477000000
1,0.009725429555502046,-0.14618510819590133,-0.016021606153011243,-19.785547626735497,-13.310244053631179,-0.0008323826330011152,"[-19.785487076097763, -19.590478248861256, -19.426771632765405, -19.27681747964267, -19.119146877266125, -18.949258252916596, -18.765754094142682, -18.56885820883816, -18.359531460249187, -18.138252139126354, -17.903404071347985, -17.655473382367116, -17.418672428460205, -17.194178566010017, -16.98257740571588, -16.782437896771732, -16.576143085619734, -16.354404885932784, -16.145680196377384, -15.950623891660932]","[-13.310350305619906, -13.249273860447987, -13.15394152577077, -13.058772625216497, -12.961808059161209, -12.860665080561006, -12.757552231010305, -12.652460447782719, -12.544012313440332, -12.431671110318685, -12.316937984209666, -12.199536363846693, -12.084553055888225, -11.97261821001188, -11.863598522222476, -11.761073070989038, -11.674566899883548, -11.59771191918039, -11.521490326841306, -11.444289592568431]","[-0.0007131245238711032, 0.24828477719586323, 0.23107596720037976, 0.25160890678552306, 0.26753276513297475, 0.27340244115967177, 0.2516009552897167, 0.24705347648675474, 0.24679455945878817, 0.246992700710897, 0.24266532530755822, 0.2444205359460979, 0.23887720382764466, 0.2385922634173875, 0.21939152845520546, 0.21148855485428317, 0.20984851949418604, 0.2944522984676677, 0.3152017371895156, 0.3459759522758114]",15535000000
2,0.018410330296866992,-0.3959373293078233,-0.08922706990530462,-19.788730472265588,-13.310001189231333,-0.001085001616774617,"[-19.785547626735497, -19.604275841074024, -19.45390638247183, -19.297991967533584, -19.13001711745109, -18.949824863753364, -18.75603781079481, -18.548813381573677, -18.329170594117343, -18.097611651257893, -17.85259258823267, -17.605260172096003, -17.369966591969924, -17.147116108422384, -16.937260499373657, -16.73909871571237, -16.548486631651578, -16.354353401470874, -16.149226989469206, -15.950623891660932]","[-13.310244053631179, -13.24965808378961, -13.158000880671436, -13.061769190583119, -12.962493039969445, -12.858876477325238, -12.753235222503026, -12.645873798549557, -12.535217279240973, -12.420670753575989, -12.303715169378323, -12.186766316275575, -12.07246716045759, -11.96125793925337, -11.85300333072906, -11.751274809839773, -11.66840288711886, -11.597612252667702, -11.522560544670116, -11.444289592568431]","[-0.0008323826330011153, 0.2465532831948358, 0.2292450371029695, 0.24962625346034886, 0.26556691754122685, 0.27161357698966637, 0.25026790440996177, 0.24616914204493615, 0.2464403585922731, 0.24727764058021007, 0.24354162469658208, 0.24543180972519718, 0.24000538863614745, 0.23977035615540657, 0.22071616171665165, 0.21286488520479743, 0.2110187755092678, 0.2947778965269951, 0.31538062238561554, 0.3459759522758114]",15576000000
3,0.027135149308269775,-0.5886406450408166,-0.408663454032873,-19.80327522006312,-13.309289040409356,-0.001663186699347029,"[-19.788730472265588, -19.615126004226, -19.450998951605893, -19.276444804392952, -19.089893956289057, -18.891174999051355, -18.678875574036695, -18.453013502125206, -18.214695081236247, -17.96439939231579, -17.723487521629373, -17.493502974126002, -17.275609472400298, -17.070194650833557, -16.877785450755812, -16.697168656184736, -16.52409671799946, -16.343384022265727, -16.151284506534186, -15.950623891660932]","[-13.310001189231333, -13.250006456482822, -13.155172122853747, -13.054935175708316, -12.951265514578601, -12.842953012095625, -12.732479861998982, -12.620666013331146, -12.50558418797598, -12.386514894614892, -12.270719473387066, -12.158240901352055, -12.048521918999663, -11.941856268200752, -11.838180378736487, -11.740727869356997, -11.66191047797429, -11.594176322397812, -11.52315385474595, -11.444289592568431]","[-0.0010850016167746172, 0.24490854211537955, 0.22780908427923993, 0.24834211295852623, 0.2645903910997839, 0.271138282838784, 0.25059665804757947, 0.24734413781087097, 0.24858457911562923, 0.2505403027979149, 0.24679622714365615, 0.2481555263058653, 0.24228160722463812, 0.24161440165291273, 0.22229052475562125, 0.2141573672370655, 0.21205339792537165, 0.2951636969441683, 0.31554788685709256, 0.3459759522758114]",15643000000
4,0.035505136609959374,-0.829110675684294,-0.43530274164912885,-19.81840854186709,-13.309158903143494,-0.0018176880116636265,"[-19.80327522006312, -19.627482067847627, -19.475275671265305, -19.312609668340897, -19.137862495332467, -18.950869529877583, -18.75024691710764, -18.536089874235667, -18.30944298683774, -18.07078018880403, -17.81855156553664, -17.577370760368897, -17.348389124080764, -17.131940750010916, -16.928557432028285, -16.736976234933337, -16.553018948974298, -16.35762392977506, -16.151055155432847, -15.974168203535207]","[-13.309289040409356, -13.25007699999617, -13.15828667076311, -13.06088432034323, -12.960292190038084, -12.855257553549707, -12.748153471395813, -12.639494861394757, -12.527559512174305, -12.411687727396437, -12.293280019806543, -12.17819243596824, -12.065823314114365, -11.95655583335414, -11.850278068055292, -11.75043712704331, -11.669313234625147, -11.598461954418799, -11.523060152936617, -11.452691081951436]","[-0.0016631866993470298, 0.24426414148001108, 0.2269135662772443, 0.24713321693346144, 0.26307427509424214, 0.2693347756879764, 0.2485576178322071, 0.24505932103395126, 0.24606935824683723, 0.24767229832456447, 0.24455281560613376, 0.24644167414126109, 0.24102587547652293, 0.24073269995223742, 0.22174102618137573, 0.2138583098336145, 0.2119360790737763, 0.2951035847481718, 0.31558548554207777, 0.3419030441727642]",15693000000
5,0.03261808130234238,-0.9607354681879817,-0.6340311037867847,-19.835843459907633,-13.309340985607822,-0.0015487514878153301,"[-19.81840854186709, -19.634194285966373, -19.488452923593083, -19.33225363736612, -19.163918159710505, -18.9832862138418, -18.788989368257862, -18.581167238538786, -18.360833511149544, -18.128452966372713, -17.88247410455505, -17.63316118172326, -17.396077302476318, -17.171541337845337, -16.96009314871608, -16.760433291157703, -16.568410784776525, -16.36520930572437, -16.150982762297296, -15.974168203535207]","[-13.309158903143494, -13.250098298141403, -13.159943395630847, -13.0640622253732, -12.96511587282663, -12.861827319186586, -12.756511682834969, -12.649521222159974, -12.539249254086817, -12.425071698980336, -12.308391679250095, -12.19142827121606, -12.077127088572492, -11.965945073265413, -11.857739299486068, -11.756115963029519, -11.673264401489893, -11.600750811081202, -11.523029566177959, -11.452691081951436]","[-0.0018176880116636278, 0.24408578662991795, 0.22665744086435943, 0.24673447023609957, 0.2624965534624637, 0.2685499340598901, 0.24755251359975952, 0.24380108055366836, 0.2445377618174064, 0.24596722985341307, 0.24271643590462294, 0.24504566109871384, 0.24000453140273653, 0.24001814466841218, 0.22128402524707924, 0.2135981481022149, 0.2118202132966212, 0.2950496258190716, 0.31559767679922485, 0.3419030441727642]",15734000000
6,0.02445087245184062,-0.7112548505032358,-0.7166620679681586,-19.85891965772166,-13.310247682885647,-0.0014749336192904836,"[-19.835843459907633, -19.64550171277376, -19.500136559994633, -19.343989315293815, -19.175692604785016, -18.995094443337177, -18.800974467322845, -18.593358820127946, -18.373149340318555, -18.140724887814315, -17.89478090447617, -17.638951948075434, -17.394987950619043, -17.16328081589242, -16.94436764571807, -16.737060054260745, -16.537756675396956, -16.346621928495342, -16.144465449516908, -15.997727774198772]","[-13.309340985607822, -13.251210425065565, -13.1614296950984, -13.06642686947112, -12.968191210765113, -12.865552175268803, -12.760724968924576, -12.65428703054564, -12.544596752933064, -12.43096710925179, -12.314674014211112, -12.196365090126966, -12.080581057649587, -11.967939673727416, -11.8582415261622, -11.755150041795067, -11.669979570674574, -11.598664519604654, -11.522250585032676, -11.461052898482286]","[-0.0015487514878153306, 0.23829068819210386, 0.223425862067946, 0.24403372579052268, 0.2602840451015114, 0.26672353786044206, 0.2495785590139969, 0.2463619197724122, 0.24745482689134382, 0.24923306655331123, 0.24679153903949264, 0.2498457856661025, 0.24581617724454838, 0.24640435644984351, 0.2307401069125656, 0.22392609414131953, 0.22249711193817526, 0.2965065918724005, 0.31651258511541985, 0.3414186933349699]",15769000000
7,0.028071676916978712,-0.4713499154997516,-0.7643522352808049,-19.91922535516401,-13.309128549135421,-0.0025680514354378824,"[-19.85891965772166, -19.66417267334164, -19.517337040013675, -19.359684285970854, -19.190211491523222, -19.008822863779557, -18.81455037187091, -18.607439939421745, -18.38829805150282, -18.15734594647953, -17.914150159324112, -17.661066182763655, -17.413395367687155, -17.174727170406577, -16.947403536446963, -16.731144470750394, -16.523468434287903, -16.326001877517623, -16.140992518284957, -16.02128429310448]","[-13.310247682885647, -13.251499077194064, -13.16517874349818, -13.074150279511896, -12.979540713278963, -12.880372740377043, -12.77849782411429, -12.674457948568522, -12.567030809367274, -12.455264411594548, -12.34027811402119, -12.222473919358846, -12.105430267423344, -11.990502687353242, -11.877995385934236, -11.771211166509831, -11.680018645825264, -11.601757789740754, -11.524527315859459, -11.469433025560285]","[-0.001474933619290483, 0.25127135212246193, 0.2426991912081822, 0.2663837260447435, 0.28500685084032373, 0.29248328033005805, 0.2840419175481771, 0.28175967346829867, 0.2828735274115028, 0.2841896647051081, 0.2820648368421881, 0.28424518707305224, 0.28105032585305006, 0.2813221481825986, 0.2723592573015923, 0.26710803196612043, 0.265667842148646, 0.305147712807927, 0.32179809406663684, 0.3413611824291659]",15823000000
8,0.03673382097382272,-0.37499952015291593,-0.4842755201795121,-19.938538351819833,-13.309021237940716,-0.002690674349927562,"[-19.91922535516401, -19.685322095155858, -19.536173632198768, -19.375878379317015, -19.203647473265764, -19.019432633384472, -18.822334387633443, -18.612320539856768, -18.390002262321072, -18.15584166129879, -17.90826437908655, -17.65487063448386, -17.403266698620836, -17.162515641713547, -16.93540915456441, -16.721009994710883, -16.51690805098596, -16.323925099224915, -16.144458975306353, -16.068443107283763]","[-13.309128549135421, -13.252553128264877, -13.171555694618698, -13.085908108659803, -12.99617777024325, -12.901432504609545, -12.803170318665549, -12.701762259489959, -12.596237837180238, -12.485307553207452, -12.369653442093412, -12.250974240986244, -12.131325476434341, -12.013701980666, -11.898721903365571, -11.788789977650243, -11.693058817516116, -11.609513170130425, -11.528268084669918, -11.4860467953391]","[-0.0025680514354378832, 0.2775164592809175, 0.2736625765379772, 0.3026493072430884, 0.32510707129453625, 0.3341099497776531, 0.33151734625819806, 0.33120495959213125, 0.3326197419561816, 0.3341151245637122, 0.3337588155165915, 0.33567603696129866, 0.3343149750563084, 0.33451248362494435, 0.3301266917843855, 0.3268595489776702, 0.3254812647148809, 0.3257600464645024, 0.3322276139783046, 0.3381956781913253]",15875000000
9,0.04535681643912783,-0.12501220559271164,-0.40965048209174676,-19.967177348222304,-13.309188200893914,-0.002906125834898854,"[-19.955111479288806, -19.693869944081747, -19.538491359584153, -19.37184479407831, -19.193315377021868, -19.00284005068424, -18.79953971524174, -18.583356182616498, -18.35486620380426, -18.11452627144562, -17.866791019709968, -17.618193315392038, -17.370062178575083, -17.134835451370545, -16.91312686869398, -16.704110648959457, -16.50555268457214, -16.318213956645376, -16.14431560205148, -16.0920118332209]","[-13.309131948127838, -13.253357690622142, -13.170869709884032, -13.083952546985602, -12.992715225333999, -12.89632898727672, -12.796349047687574, -12.69316130800658, -12.585819019405106, -12.473082054979447, -12.357620081249388, -12.240772208646334, -12.12248832799252, -12.006872487520702, -11.893870420808463, -11.785709697520993, -11.691214141261456, -11.608566552166767, -11.528270576699102, -11.494381146049228]","[-0.002672673018684201, 0.2669142560010793, 0.26440548445740286, 0.2934961374362415, 0.31593951271934495, 0.3254033079258507, 0.3247023360413171, 0.3256196633518939, 0.3278678016248805, 0.3301941882096279, 0.3309783076176076, 0.3333058676842739, 0.3330490921442397, 0.33365100604867454, 0.33107732267773726, 0.32884634752773023, 0.3277885377796932, 0.3281712275367523, 0.33363394872156077, 0.33970229369627547]",15924000000
