,mpc_steer,mpc_vel,odom_vel,odom_x,odom_y,odom_yaw
0,-0.008725740113155186,-0.00939117294722754,0.0016348071156422775,-19.781352702748457,-13.310443363202015,-0.00081459156904737
1,-3.470562121340789e-05,-0.0645258511418806,0.0014984674567323883,-19.781300902724144,-13.310449340012164,-0.0008141303833706358
2,0.008093531411567474,0.1799971255069832,0.019096970578724986,-19.78116840369269,-13.31042968983624,-0.0007816291057992202
3,0.01681575559773428,-0.07000082173895847,-0.006881895823809122,-19.780973930546242,-13.310273318111765,-0.0009651213795533563
4,0.0255093839241871,-0.31182735254987143,-0.014002495276254792,-19.78111263828912,-13.310343051228667,-0.0009184050617158408
5,0.034202755656937714,-0.37328255041264263,-0.020083741154007167,-19.781527387966907,-13.310429938151442,-0.0009490393627825957
6,0.042922111199773495,-0.12006906915590729,-0.025071489499698743,-19.782259413848312,-13.310275632762483,-0.0009869987498794359
7,0.05163372120348572,-0.0016122600493183592,0.1685379483903173,-19.770482724867577,-13.310232758339732,-0.0006332840152160177
8,0.0591481312423733,0.022872479420804323,0.02792129330245095,-19.76690558250279,-13.310022604796448,-0.0008920958623015597
9,0.06786493680645804,0.02592035099016262,-0.33428035616806123,-19.785188101838397,-13.309463342331217,-0.0016589719436425298
10,0.07657218758178391,0.19014063795803596,-0.18785607765772358,-19.794172946601684,-13.309396829250542,-0.0017144311739818847
11,0.08513889524189258,0.43819987888206435,-0.14888564161990583,-19.80040684062552,-13.30944253634905,-0.002009041661521703
12,0.0938608163748711,0.4935294280477436,0.11452374025933663,-19.802068831775024,-13.30909233322926,-0.0022255789592737565
13,0.10240382600521897,0.4802111218830752,-0.015433385361750138,-19.801194186933376,-13.30945644513953,-0.002024006971607312
14,0.11109163489572339,0.4870079297674428,0.08388525902998993,-19.800180901694997,-13.309658812373774,-0.0021141690189123855
15,0.12297839936342157,0.7365204820726291,0.2759244467380405,-19.79287120165779,-13.309021770000875,-0.0019541079466608297
16,0.13167235493084214,0.7950895524046059,0.28441307153550005,-19.7798612039268,-13.309815557262551,-0.0012564821878357241
17,0.11717213821751034,0.9368681039651496,0.4352127558837185,-19.7492818911125,-13.309681264960577,0.0005999482051873853
18,0.12589825158716467,0.6868707678686206,0.456879293321854,-19.73366699678945,-13.309787452359124,0.001018665905815694
19,0.13688936463490892,0.9346810825435349,0.47982436112405413,-19.71797067432956,-13.308950307083883,0.0019597017616641167
20,0.1442426601499394,1.089661539723799,0.46968296484550104,-19.70163924003754,-13.309443623556481,0.0025695199764174956
21,0.15296921773696456,1.0095890132999166,0.9091963221252102,-19.625864447136923,-13.309264265765012,0.007389697017078528
22,0.16169833226932812,1.01201754220588,0.8440658505810021,-19.5955858604961,-13.30912160929459,0.008591706993498024
23,0.17030715471130162,1.0165073017278792,0.8630594122156399,-19.566800800774526,-13.30771553893093,0.010343954379675417
24,0.1804890789296947,0.9002559269850172,0.9491826134189749,-19.505001633055347,-13.307341250932406,0.013376219294813018
25,0.1887431998058539,1.0332829514621302,1.0160820796674581,-19.434440130450703,-13.305594487505713,0.018063669127980395
26,0.1942828240989429,1.257532744565278,0.9526613676725497,-19.40076246898262,-13.305263757131044,0.020039114024225795
27,0.19971513906430968,1.488917191594657,0.9839304428444448,-19.36827631581385,-13.304009623799677,0.02274779447730291
28,0.20839298697876654,1.4997671043360927,0.9645214427774763,-19.334746214916354,-13.30348340986748,0.02481746394877374
29,0.21707628923059602,1.3041695611372421,0.8493892291902991,-19.27557300418581,-13.301618871043708,0.02933780440172899
30,0.22580280670665226,1.5136563593302246,0.9908319747106308,-19.2154240035204,-13.300525310917534,0.03460396785691893
31,0.23452834335663056,1.7493389768085248,1.1954950121764472,-19.136981871633168,-13.296907390317834,0.04129588949586883
32,0.24859540036740538,1.6745836577291164,1.2874927828333518,-19.0952414272375,-13.295198457208617,0.04495191265191047
33,0.25730668264134204,1.6724240840474935,1.4088101060408749,-19.047400232983914,-13.291525868294073,0.049541450912307675
34,0.24859724429397448,1.8275861123148722,1.5052725223451515,-18.950949676712263,-13.28719371464717,0.05816951208739405
35,0.2573147781206312,1.7007490923082522,1.6068812242593422,-18.896749139513062,-13.282371125807765,0.06430589463226198
36,0.2647464595215245,1.9458246779127113,1.5608983996722894,-18.78671844801704,-13.2747212911794,0.07341363668035701
37,0.27224792989486013,1.6962190291608152,1.5827544184499522,-18.733869551582156,-13.269847106665342,0.07893031087800849
38,0.27675010359835717,1.4469727059556656,1.5553225426227495,-18.68051152810652,-13.265790339985742,0.08405957050826673
39,0.2796582393644572,1.2929650247331221,1.5967168078531362,-18.573820457314884,-13.255721720071987,0.09518372900593956
40,0.2714214360283213,1.5066170966226473,1.6923075845142592,-18.464077865241336,-13.244730968547241,0.10655915844171208
41,0.2649916905674972,1.6726939607788665,1.771945935141314,-18.40431218259721,-13.237337027922434,0.11326871192233454
42,0.2566483268134713,1.4227821224585533,1.8610255265075475,-18.343009859811474,-13.229634442890964,0.1187764949923922
43,0.26139181563626696,1.2175029517904923,1.207728438884797,-18.198993797324373,-13.214916019197279,0.13282737382345394
44,0.2537981909720327,1.4132136279145138,1.5461458610089458,-18.15410785693818,-13.207487551399172,0.13769331099057802
45,0.24792304737994159,1.6594920629097685,1.53084328553091,-18.100157356228504,-13.199147160175903,0.14296408481249268
46,0.23967473161979616,1.8935673294652509,1.523296092685712,-18.049611552676033,-13.191281054251913,0.14780479874933578
47,0.24106070001074142,1.628307878861081,1.3080769427173302,-18.001417290062392,-13.184141801282928,0.15204526995572826
48,0.2450751897743996,1.379043382900873,1.3291135462723622,-17.959021801506903,-13.177617212694576,0.1561402205184838
49,0.245681980437313,1.6255160768446402,1.557191225608322,-17.86536930685391,-13.162123509873892,0.16471006230956906
50,0.24615399987311795,1.7669569760946724,1.5423739077611083,-17.710449531276478,-13.13331159306104,0.17828308154603428
51,0.2477249086013131,1.5589342264206476,1.5425770336017544,-17.658742157950012,-13.123327512346549,0.18300136362182215
52,0.24173015417677948,1.3098350157110643,1.5231436355693218,-17.607482275699464,-13.113661754631416,0.18731802439660394
53,0.24006090403553523,1.541260066754824,1.5202616892890732,-17.50729145705953,-13.093233849667342,0.19675381557630806
54,0.24441166568226974,1.466581170830484,1.4478281661335521,-17.406807318162688,-13.07221342219557,0.2053847252468151
55,0.27965779828272636,1.4901949581722584,1.474643876592743,-17.358410737006174,-13.06167980651911,0.209519708197736
56,0.2844923675718458,1.240319354403712,1.4360050800717459,-17.310113070222418,-13.050883631385854,0.21371577504340072
57,0.27706525882434574,1.4545855587749223,1.4551423892315731,-17.262147461526183,-13.040297964236633,0.2184112289210011
58,0.28400659017810703,1.477937658942741,1.4271484442526452,-17.166265579817168,-13.017574703854352,0.22823528073893914
59,0.2746243268946604,1.727380121944938,1.3882292569764378,-17.07404887758858,-12.994991208422647,0.2374289592150875
60,0.2663205078218601,1.9330730366619957,1.3622418822513707,-17.02890140625479,-12.98321860990502,0.24215426980948584
61,0.26661095784070826,1.9965381573376886,1.3652729406803754,-16.983937555156356,-12.971574556489673,0.24656635505569555
62,0.2724695580354118,1.9137567275595064,1.4019502451727301,-16.894309519331475,-12.947748984820619,0.25548387390642524
63,0.2703153308607411,1.8324917591571925,1.6040301176902274,-16.791119529749924,-12.918921584927356,0.2653608793054147
64,0.27395032322761703,1.9987540274653224,1.6572303076439585,-16.737385303954344,-12.903481921807876,0.2707360364614452
65,0.2759518970732103,1.7306953955488464,1.898784387114426,-16.679263705037354,-12.8863247435341,0.2766556989224442
66,0.2810971151823764,1.4806988446081022,1.8561282956627168,-16.6188850896281,-12.868059857799906,0.2827988402191506
67,0.2895655131149469,1.4979459327155515,1.6731166306971998,-16.501169362231575,-12.832807817130146,0.29442191904658344
68,0.28602229687781333,1.7472060197200638,1.6842362569721692,-16.39201797096907,-12.797416813805757,0.305443342263813
69,0.2773852157638622,1.7536524019707385,1.8999895890022183,-16.334130697788773,-12.7782530165155,0.31093483349954765
70,0.2688450431394674,1.8187314918623712,1.8830851215530318,-16.273318208510567,-12.75775942763391,0.31743928406009464
71,0.272023378324298,1.5687388116534444,1.3620970808243356,-16.118754084362866,-12.70849368428019,0.3339710800471441
72,0.27751308788317874,1.4017375049544893,1.471332771785719,-16.074074043893717,-12.69072202186436,0.33899000106529614
73,0.2688416359506704,1.4851818492800126,1.671652420779233,-16.02294849515435,-12.671248944841318,0.34365376668597597
74,0.2655281800014168,1.730087231965788,1.6008222847222406,-15.97186580461035,-12.652246022641195,0.3496358212884474
75,0.2695001683637606,1.4800875743558495,1.3897968027576537,-15.874296171727835,-12.615274742817512,0.35910335848192254
76,0.2604479970500774,1.500446199723373,1.396105039577873,-15.7837212924677,-12.579467702366754,0.3680174805579393
77,0.2517631669245092,1.7262526735449053,1.3410701701864134,-15.740552690719674,-12.56215467528358,0.372400810184563
78,0.26375350015123405,1.6889556032337345,1.365145260222084,-15.654585685376535,-12.526884425560635,0.380460135225686
79,0.26809535117416483,1.6779997978020365,1.38576256558567,-15.611346802262322,-12.508741181573349,0.38439824088728075
80,0.2813844296286645,1.6088670245174423,1.3853685269576093,-15.567592124460726,-12.4905208925829,0.3885884494035675
81,0.2727689338891691,1.5190649983772686,1.6624834494257144,-15.474654140292008,-12.44975509834927,0.3968732113995834
82,0.2790193315877369,1.5021753394509445,1.5894995802155154,-15.373737520122246,-12.404227671814256,0.40740505289742746
83,0.27716631258059626,1.686584053189689,1.553267951467281,-15.324702811818996,-12.383856550279031,0.4121195908571896
84,0.2815450691781227,1.747137558617203,1.5349996294042223,-15.277169836121622,-12.361506026834455,0.4177535671487628
85,0.28847398335213403,1.6382533390592464,1.4636247665217619,-15.231191796939719,-12.339476513407789,0.4225255530570285
86,0.2861280562428895,1.868819203403052,1.381967613158498,-15.145233329581629,-12.299462570857788,0.4315198773412438
87,0.29249690127752326,1.7352466656646148,1.620877926243821,-15.052922839195416,-12.2541907654476,0.4409462229453369
